Tidpunkt;Antal belagda platser;Bel„ggning (%);Inpassager;Utpassager;Anl„ggning;Adress;antal_lediga_platser
2018-02-03 14:30;88;57;9;11;S t Nicolai;Bergaliden 11;51
2018-02-03 14:45;89;58;11;10;S t Nicolai;Bergaliden 11;50
2018-02-03 15:00;86;56;4;7;S t Nicolai;Bergaliden 11;53
2018-02-03 15:15;85;55;10;11;S t Nicolai;Bergaliden 11;54
2018-02-03 15:30;77;50;4;12;S t Nicolai;Bergaliden 11;62
2018-02-03 15:45;69;45;9;17;S t Nicolai;Bergaliden 11;70
2018-02-03 16:00;68;44;7;8;S t Nicolai;Bergaliden 11;71
2018-02-03 16:15;64;42;6;10;S t Nicolai;Bergaliden 11;75
2018-02-03 16:30;55;36;1;10;S t Nicolai;Bergaliden 11;84
2018-02-03 16:45;54;35;7;8;S t Nicolai;Bergaliden 11;85
2018-02-03 17:00;53;34;7;8;S t Nicolai;Bergaliden 11;86
2018-02-03 17:15;51;33;4;6;S t Nicolai;Bergaliden 11;88
2018-02-03 17:30;49;32;5;7;S t Nicolai;Bergaliden 11;90
2018-02-03 17:45;55;36;7;1;S t Nicolai;Bergaliden 11;84
2018-02-03 18:00;54;35;6;7;S t Nicolai;Bergaliden 11;85
2018-02-03 18:15;54;35;7;7;S t Nicolai;Bergaliden 11;85
2018-02-03 18:30;54;35;6;6;S t Nicolai;Bergaliden 11;85
2018-02-03 18:45;56;36;9;7;S t Nicolai;Bergaliden 11;83
2018-02-03 19:00;56;36;3;3;S t Nicolai;Bergaliden 11;83
2018-02-03 19:15;57;37;4;3;S t Nicolai;Bergaliden 11;82
2018-02-03 19:30;53;34;1;5;S t Nicolai;Bergaliden 11;86
2018-02-03 19:45;53;34;1;1;S t Nicolai;Bergaliden 11;86
2018-02-03 20:00;54;35;7;6;S t Nicolai;Bergaliden 11;85
2018-02-03 20:15;55;36;3;2;S t Nicolai;Bergaliden 11;84
2018-02-03 20:30;57;37;5;3;S t Nicolai;Bergaliden 11;82
2018-02-03 20:45;64;42;7;0;S t Nicolai;Bergaliden 11;75
2018-02-03 21:00;60;39;2;6;S t Nicolai;Bergaliden 11;79
2018-02-03 21:15;62;40;6;4;S t Nicolai;Bergaliden 11;77
2018-02-03 21:30;65;42;7;4;S t Nicolai;Bergaliden 11;74
2018-02-03 21:45;61;40;11;15;S t Nicolai;Bergaliden 11;78
2018-02-03 22:00;59;38;1;3;S t Nicolai;Bergaliden 11;80
2018-02-03 22:15;61;40;5;3;S t Nicolai;Bergaliden 11;78
2018-02-03 22:30;59;38;4;6;S t Nicolai;Bergaliden 11;80
2018-02-03 22:45;56;36;7;10;S t Nicolai;Bergaliden 11;83
2018-02-03 23:00;53;34;4;7;S t Nicolai;Bergaliden 11;86
2018-02-03 23:15;54;35;3;2;S t Nicolai;Bergaliden 11;85
2018-02-03 23:30;54;35;3;3;S t Nicolai;Bergaliden 11;85
2018-02-03 23:45;52;34;6;8;S t Nicolai;Bergaliden 11;87
2018-02-04 00:00;48;31;0;4;S t Nicolai;Bergaliden 11;91
2018-02-04 00:15;45;29;0;3;S t Nicolai;Bergaliden 11;94
2018-02-04 00:30;46;30;2;1;S t Nicolai;Bergaliden 11;93
2018-02-04 00:45;44;29;2;4;S t Nicolai;Bergaliden 11;95
2018-02-04 01:00;41;27;0;3;S t Nicolai;Bergaliden 11;98
2018-02-04 01:15;42;27;1;0;S t Nicolai;Bergaliden 11;97
2018-02-04 01:30;39;25;3;6;S t Nicolai;Bergaliden 11;100
2018-02-04 01:45;41;27;3;1;S t Nicolai;Bergaliden 11;98
2018-02-04 02:00;40;26;2;3;S t Nicolai;Bergaliden 11;99
2018-02-04 02:15;37;24;4;7;S t Nicolai;Bergaliden 11;102
2018-02-04 02:30;36;23;1;2;S t Nicolai;Bergaliden 11;103
2018-02-04 02:45;34;22;0;2;S t Nicolai;Bergaliden 11;105
2018-02-04 03:00;33;21;0;1;S t Nicolai;Bergaliden 11;106
2018-02-04 03:15;31;20;4;6;S t Nicolai;Bergaliden 11;108
2018-02-04 03:30;30;19;0;1;S t Nicolai;Bergaliden 11;109
2018-02-04 03:45;30;19;1;1;S t Nicolai;Bergaliden 11;109
2018-02-04 04:00;27;18;2;5;S t Nicolai;Bergaliden 11;112
2018-02-04 04:15;26;17;1;2;S t Nicolai;Bergaliden 11;113
2018-02-04 04:30;26;17;1;1;S t Nicolai;Bergaliden 11;113
2018-02-04 04:45;26;17;2;2;S t Nicolai;Bergaliden 11;113
2018-02-04 05:00;26;17;2;2;S t Nicolai;Bergaliden 11;113
2018-02-04 05:15;26;17;0;0;S t Nicolai;Bergaliden 11;113
2018-02-04 05:30;26;17;0;0;S t Nicolai;Bergaliden 11;113
2018-02-04 05:45;26;17;0;0;S t Nicolai;Bergaliden 11;113
2018-02-04 06:00;26;17;0;0;S t Nicolai;Bergaliden 11;113
2018-02-04 06:15;28;18;3;1;S t Nicolai;Bergaliden 11;111
2018-02-04 06:30;32;21;5;1;S t Nicolai;Bergaliden 11;107
2018-02-04 06:45;34;22;2;0;S t Nicolai;Bergaliden 11;105
2018-02-04 07:00;34;22;0;0;S t Nicolai;Bergaliden 11;105
2018-02-04 07:15;30;19;1;5;S t Nicolai;Bergaliden 11;109
2018-02-04 07:30;32;21;2;0;S t Nicolai;Bergaliden 11;107
2018-02-04 07:45;32;21;0;0;S t Nicolai;Bergaliden 11;107
2018-02-04 08:00;32;21;0;0;S t Nicolai;Bergaliden 11;107
2018-02-04 08:15;32;21;0;0;S t Nicolai;Bergaliden 11;107
2018-02-04 08:30;34;22;3;1;S t Nicolai;Bergaliden 11;105
2018-02-04 08:45;38;25;5;1;S t Nicolai;Bergaliden 11;101
2018-02-04 09:00;39;25;2;1;S t Nicolai;Bergaliden 11;100
2018-02-04 09:15;42;27;3;0;S t Nicolai;Bergaliden 11;97
2018-02-04 09:30;49;32;9;2;S t Nicolai;Bergaliden 11;90
2018-02-04 09:45;54;35;9;4;S t Nicolai;Bergaliden 11;85
2018-02-04 10:00;56;36;5;3;S t Nicolai;Bergaliden 11;83
2018-02-04 10:15;57;37;3;2;S t Nicolai;Bergaliden 11;82
2018-02-04 10:30;61;40;10;6;S t Nicolai;Bergaliden 11;78
2018-02-04 10:45;74;48;24;11;S t Nicolai;Bergaliden 11;65
2018-02-04 11:00;67;44;6;13;S t Nicolai;Bergaliden 11;72
2018-02-04 11:15;69;45;11;9;S t Nicolai;Bergaliden 11;70
2018-02-04 11:30;73;47;16;12;S t Nicolai;Bergaliden 11;66
2018-02-04 11:45;71;46;7;9;S t Nicolai;Bergaliden 11;68
2018-02-04 12:00;66;43;3;8;S t Nicolai;Bergaliden 11;73
2018-02-04 12:15;77;50;15;4;S t Nicolai;Bergaliden 11;62
2018-02-04 12:30;73;47;11;15;S t Nicolai;Bergaliden 11;66
2018-02-04 12:45;80;52;16;9;S t Nicolai;Bergaliden 11;59
2018-02-04 13:00;80;52;16;16;S t Nicolai;Bergaliden 11;59
2018-02-04 13:15;79;51;12;13;S t Nicolai;Bergaliden 11;60
2018-02-04 13:30;79;51;8;8;S t Nicolai;Bergaliden 11;60
2018-02-04 13:45;73;47;5;11;S t Nicolai;Bergaliden 11;66
2018-02-04 14:00;70;45;7;10;S t Nicolai;Bergaliden 11;69
2018-02-04 14:15;61;40;2;11;S t Nicolai;Bergaliden 11;78
2018-02-04 14:30;62;40;7;6;S t Nicolai;Bergaliden 11;77
2018-02-04 14:45;60;39;8;10;S t Nicolai;Bergaliden 11;79
2018-02-04 15:00;60;39;10;10;S t Nicolai;Bergaliden 11;79
2018-02-04 15:15;56;36;6;10;S t Nicolai;Bergaliden 11;83
2018-02-04 15:30;49;32;8;15;S t Nicolai;Bergaliden 11;90
2018-02-04 15:45;48;31;4;5;S t Nicolai;Bergaliden 11;91
2018-02-04 16:00;47;31;4;5;S t Nicolai;Bergaliden 11;92
2018-02-04 16:15;44;29;8;11;S t Nicolai;Bergaliden 11;95
2018-02-04 16:30;52;34;17;9;S t Nicolai;Bergaliden 11;87
2018-02-04 16:45;54;35;8;6;S t Nicolai;Bergaliden 11;85
2018-02-04 17:00;49;32;2;7;S t Nicolai;Bergaliden 11;90
2018-02-04 17:15;50;32;5;4;S t Nicolai;Bergaliden 11;89
2018-02-04 17:30;47;31;4;7;S t Nicolai;Bergaliden 11;92
2018-02-04 17:45;51;33;10;6;S t Nicolai;Bergaliden 11;88
2018-02-04 18:00;52;34;9;8;S t Nicolai;Bergaliden 11;87
2018-02-04 18:15;44;29;4;12;S t Nicolai;Bergaliden 11;95
2018-02-04 18:30;42;27;3;5;S t Nicolai;Bergaliden 11;97
2018-02-04 18:45;39;25;0;3;S t Nicolai;Bergaliden 11;100
2018-02-04 19:00;36;23;2;5;S t Nicolai;Bergaliden 11;103
2018-02-04 19:15;37;24;5;4;S t Nicolai;Bergaliden 11;102
2018-02-04 19:30;37;24;3;3;S t Nicolai;Bergaliden 11;102
2018-02-04 19:45;34;22;5;8;S t Nicolai;Bergaliden 11;105
2018-02-04 20:00;31;20;6;9;S t Nicolai;Bergaliden 11;108
2018-02-04 20:15;27;18;1;5;S t Nicolai;Bergaliden 11;112
2018-02-04 20:30;31;20;4;0;S t Nicolai;Bergaliden 11;108
2018-02-04 20:45;32;21;2;1;S t Nicolai;Bergaliden 11;107
2018-02-04 21:00;28;18;2;6;S t Nicolai;Bergaliden 11;111
2018-02-04 21:15;29;19;2;1;S t Nicolai;Bergaliden 11;110
2018-02-04 21:30;27;18;3;5;S t Nicolai;Bergaliden 11;112
2018-02-04 21:45;22;14;2;7;S t Nicolai;Bergaliden 11;117
2018-02-04 22:00;22;14;1;1;S t Nicolai;Bergaliden 11;117
2018-02-04 22:15;21;14;0;1;S t Nicolai;Bergaliden 11;118
2018-02-04 22:30;18;12;0;3;S t Nicolai;Bergaliden 11;121
2018-02-04 22:45;18;12;1;1;S t Nicolai;Bergaliden 11;121
2018-02-04 23:00;18;12;0;0;S t Nicolai;Bergaliden 11;121
2018-02-04 23:15;18;12;2;2;S t Nicolai;Bergaliden 11;121
2018-02-04 23:30;17;11;1;2;S t Nicolai;Bergaliden 11;122
2018-02-04 23:45;17;11;0;0;S t Nicolai;Bergaliden 11;122
2018-02-05 00:00;16;10;1;2;S t Nicolai;Bergaliden 11;123
2018-02-05 00:15;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 00:30;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 00:45;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 01:00;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 01:15;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 01:30;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 01:45;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 02:00;15;10;0;1;S t Nicolai;Bergaliden 11;124
2018-02-05 02:15;15;10;0;0;S t Nicolai;Bergaliden 11;124
2018-02-05 02:30;15;10;0;0;S t Nicolai;Bergaliden 11;124
2018-02-05 02:45;15;10;0;0;S t Nicolai;Bergaliden 11;124
2018-02-05 03:00;14;9;0;1;S t Nicolai;Bergaliden 11;125
2018-02-05 03:15;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-05 03:30;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-05 03:45;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-05 04:00;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-05 04:15;13;8;0;1;S t Nicolai;Bergaliden 11;126
2018-02-05 04:30;13;8;0;0;S t Nicolai;Bergaliden 11;126
2018-02-05 04:45;13;8;0;0;S t Nicolai;Bergaliden 11;126
2018-02-05 05:00;14;9;1;0;S t Nicolai;Bergaliden 11;125
2018-02-05 05:15;16;10;4;2;S t Nicolai;Bergaliden 11;123
2018-02-05 05:30;16;10;2;2;S t Nicolai;Bergaliden 11;123
2018-02-05 05:45;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 06:00;16;10;0;0;S t Nicolai;Bergaliden 11;123
2018-02-05 06:15;15;10;3;4;S t Nicolai;Bergaliden 11;124
2018-02-05 06:30;19;12;7;3;S t Nicolai;Bergaliden 11;120
2018-02-05 06:45;26;17;14;7;S t Nicolai;Bergaliden 11;113
2018-02-05 07:00;32;21;13;7;S t Nicolai;Bergaliden 11;107
2018-02-05 07:15;46;30;28;14;S t Nicolai;Bergaliden 11;93
2018-02-05 07:30;62;40;38;22;S t Nicolai;Bergaliden 11;77
2018-02-05 07:45;103;67;60;40;S t Nicolai;Bergaliden 11;36
2018-02-05 08:00;124;81;76;55;S t Nicolai;Bergaliden 11;15
2018-02-05 08:15;131;85;41;34;S t Nicolai;Bergaliden 11;8
2018-02-05 08:30;129;84;21;23;S t Nicolai;Bergaliden 11;10
2018-02-05 08:45;134;87;24;19;S t Nicolai;Bergaliden 11;5
2018-02-05 09:00;139;90;21;16;S t Nicolai;Bergaliden 11;0
2018-02-05 09:15;143;93;18;14;S t Nicolai;Bergaliden 11;0
2018-02-05 09:30;145;94;20;18;S t Nicolai;Bergaliden 11;0
2018-02-05 09:45;143;93;10;12;S t Nicolai;Bergaliden 11;0
2018-02-05 10:00;139;90;19;23;S t Nicolai;Bergaliden 11;0
2018-02-05 10:15;144;94;30;25;S t Nicolai;Bergaliden 11;0
2018-02-05 10:30;142;92;16;18;S t Nicolai;Bergaliden 11;0
2018-02-05 10:45;132;86;19;29;S t Nicolai;Bergaliden 11;7
2018-02-05 11:00;131;85;15;16;S t Nicolai;Bergaliden 11;8
2018-02-05 11:15;133;86;16;14;S t Nicolai;Bergaliden 11;6
2018-02-05 11:30;135;88;23;21;S t Nicolai;Bergaliden 11;4
2018-02-05 11:45;129;84;14;20;S t Nicolai;Bergaliden 11;10
2018-02-05 12:00;133;86;25;21;S t Nicolai;Bergaliden 11;6
2018-02-05 12:15;132;86;10;11;S t Nicolai;Bergaliden 11;7
2018-02-05 12:30;133;86;22;21;S t Nicolai;Bergaliden 11;6
2018-02-05 12:45;135;88;27;25;S t Nicolai;Bergaliden 11;4
2018-02-05 13:00;138;90;25;22;S t Nicolai;Bergaliden 11;1
2018-02-05 13:15;134;87;28;32;S t Nicolai;Bergaliden 11;5
2018-02-05 13:30;126;82;21;29;S t Nicolai;Bergaliden 11;13
2018-02-05 13:45;125;81;16;17;S t Nicolai;Bergaliden 11;14
2018-02-05 14:00;123;80;20;22;S t Nicolai;Bergaliden 11;16
2018-02-05 14:15;120;78;21;24;S t Nicolai;Bergaliden 11;19
2018-02-05 14:30;123;80;22;19;S t Nicolai;Bergaliden 11;16
2018-02-05 14:45;125;81;28;26;S t Nicolai;Bergaliden 11;14
2018-02-05 15:00;120;78;25;30;S t Nicolai;Bergaliden 11;19
2018-02-05 15:15;107;69;15;28;S t Nicolai;Bergaliden 11;32
2018-02-05 15:30;98;64;14;23;S t Nicolai;Bergaliden 11;41
2018-02-05 15:45;87;56;18;29;S t Nicolai;Bergaliden 11;52
2018-02-05 16:00;79;51;30;38;S t Nicolai;Bergaliden 11;60
2018-02-05 16:15;74;48;21;26;S t Nicolai;Bergaliden 11;65
2018-02-05 16:30;68;44;19;25;S t Nicolai;Bergaliden 11;71
2018-02-05 16:45;73;47;37;32;S t Nicolai;Bergaliden 11;66
2018-02-05 17:00;73;47;21;21;S t Nicolai;Bergaliden 11;66
2018-02-05 17:15;72;47;25;26;S t Nicolai;Bergaliden 11;67
2018-02-05 17:30;74;48;18;16;S t Nicolai;Bergaliden 11;65
2018-02-05 17:45;84;55;31;21;S t Nicolai;Bergaliden 11;55
2018-02-05 18:00;76;49;15;23;S t Nicolai;Bergaliden 11;63
2018-02-05 18:15;69;45;10;17;S t Nicolai;Bergaliden 11;70
2018-02-05 18:30;64;42;8;13;S t Nicolai;Bergaliden 11;75
2018-02-05 18:45;70;45;15;9;S t Nicolai;Bergaliden 11;69
2018-02-05 19:00;68;44;12;14;S t Nicolai;Bergaliden 11;71
2018-02-05 19:15;68;44;12;12;S t Nicolai;Bergaliden 11;71
2018-02-05 19:30;62;40;19;25;S t Nicolai;Bergaliden 11;77
2018-02-05 19:45;61;40;7;8;S t Nicolai;Bergaliden 11;78
2018-02-05 20:00;51;33;3;13;S t Nicolai;Bergaliden 11;88
2018-02-05 20:15;47;31;4;8;S t Nicolai;Bergaliden 11;92
2018-02-05 20:30;46;30;3;4;S t Nicolai;Bergaliden 11;93
2018-02-05 20:45;35;23;1;12;S t Nicolai;Bergaliden 11;104
2018-02-05 21:00;26;17;1;10;S t Nicolai;Bergaliden 11;113
2018-02-05 21:15;23;15;2;5;S t Nicolai;Bergaliden 11;116
2018-02-05 21:30;20;13;1;4;S t Nicolai;Bergaliden 11;119
2018-02-05 21:45;19;12;1;2;S t Nicolai;Bergaliden 11;120
2018-02-05 22:00;18;12;0;1;S t Nicolai;Bergaliden 11;121
2018-02-05 22:15;17;11;0;1;S t Nicolai;Bergaliden 11;122
2018-02-05 22:30;16;10;0;1;S t Nicolai;Bergaliden 11;123
2018-02-05 22:45;14;9;0;2;S t Nicolai;Bergaliden 11;125
2018-02-05 23:00;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-05 23:15;13;8;0;1;S t Nicolai;Bergaliden 11;126
2018-02-05 23:30;14;9;2;1;S t Nicolai;Bergaliden 11;125
2018-02-05 23:45;14;9;1;1;S t Nicolai;Bergaliden 11;125
2018-02-06 00:00;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-06 00:15;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-06 00:30;14;9;0;0;S t Nicolai;Bergaliden 11;125
2018-02-06 00:45;13;8;0;1;S t Nicolai;Bergaliden 11;126
2018-02-06 01:00;13;8;0;0;S t Nicolai;Bergaliden 11;126
2018-02-06 01:15;13;8;1;1;S t Nicolai;Bergaliden 11;126
2018-02-06 01:30;13;8;1;1;S t Nicolai;Bergaliden 11;126
2018-02-06 01:45;13;8;0;0;S t Nicolai;Bergaliden 11;126
2018-02-06 02:00;12;8;0;1;S t Nicolai;Bergaliden 11;127
2018-02-06 02:15;12;8;0;0;S t Nicolai;Bergaliden 11;127
2018-02-06 02:30;12;8;1;1;S t Nicolai;Bergaliden 11;127
2018-02-06 02:45;12;8;0;0;S t Nicolai;Bergaliden 11;127
2018-02-06 03:00;12;8;0;0;S t Nicolai;Bergaliden 11;127
2018-02-06 03:15;12;8;0;0;S t Nicolai;Bergaliden 11;127
2018-02-06 03:30;11;7;0;1;S t Nicolai;Bergaliden 11;128
2018-02-06 03:45;11;7;0;0;S t Nicolai;Bergaliden 11;128
2018-02-06 04:00;11;7;0;0;S t Nicolai;Bergaliden 11;128
2018-02-06 04:15;12;8;1;0;S t Nicolai;Bergaliden 11;127
2018-02-06 04:30;11;7;0;1;S t Nicolai;Bergaliden 11;128
2018-02-06 04:45;12;8;1;0;S t Nicolai;Bergaliden 11;127
2018-02-06 05:00;11;7;0;1;S t Nicolai;Bergaliden 11;128
2018-02-06 05:15;13;8;2;0;S t Nicolai;Bergaliden 11;126
2018-02-06 05:30;11;7;3;5;S t Nicolai;Bergaliden 11;128
2018-02-06 05:45;11;7;1;1;S t Nicolai;Bergaliden 11;128
2018-02-06 06:00;12;8;2;1;S t Nicolai;Bergaliden 11;127
2018-02-06 06:15;13;8;1;0;S t Nicolai;Bergaliden 11;126
2018-02-06 06:30;17;11;7;3;S t Nicolai;Bergaliden 11;122
2018-02-06 06:45;27;18;18;8;S t Nicolai;Bergaliden 11;112
2018-02-06 07:00;32;21;11;6;S t Nicolai;Bergaliden 11;107
2018-02-06 07:15;43;28;20;9;S t Nicolai;Bergaliden 11;96
2018-02-06 07:30;87;56;51;37;S t Nicolai;Bergaliden 11;52
2018-02-06 07:45;107;69;54;34;S t Nicolai;Bergaliden 11;32
2018-02-06 08:00;113;73;76;70;S t Nicolai;Bergaliden 11;26
2018-02-06 08:15;124;81;38;27;S t Nicolai;Bergaliden 11;15
2018-02-06 08:30;131;85;30;23;S t Nicolai;Bergaliden 11;8
2018-02-06 08:45;135;88;27;23;S t Nicolai;Bergaliden 11;4
2018-02-06 09:00;135;88;26;26;S t Nicolai;Bergaliden 11;4
2018-02-06 09:15;135;88;14;14;S t Nicolai;Bergaliden 11;4
2018-02-06 09:30;136;88;21;20;S t Nicolai;Bergaliden 11;3
2018-02-06 09:45;135;88;26;27;S t Nicolai;Bergaliden 11;4
2018-02-06 10:00;138;90;31;28;S t Nicolai;Bergaliden 11;1
2018-02-06 10:15;136;88;12;14;S t Nicolai;Bergaliden 11;3
2018-02-06 10:30;134;87;30;32;S t Nicolai;Bergaliden 11;5
2018-02-06 10:45;130;84;15;19;S t Nicolai;Bergaliden 11;9
2018-02-06 11:00;134;87;15;11;S t Nicolai;Bergaliden 11;5
2018-02-06 11:15;137;89;32;29;S t Nicolai;Bergaliden 11;2
2018-02-06 11:30;134;87;14;17;S t Nicolai;Bergaliden 11;5
2018-02-06 11:45;131;85;16;19;S t Nicolai;Bergaliden 11;8
2018-02-06 12:00;129;84;15;17;S t Nicolai;Bergaliden 11;10
2018-02-06 12:15;130;84;13;12;S t Nicolai;Bergaliden 11;9
2018-02-06 12:30;133;86;17;14;S t Nicolai;Bergaliden 11;6
2018-02-06 12:45;123;80;17;27;S t Nicolai;Bergaliden 11;16
2018-02-06 13:00;127;82;20;16;S t Nicolai;Bergaliden 11;12
2018-02-06 13:15;129;84;21;19;S t Nicolai;Bergaliden 11;10
2018-02-06 13:30;119;77;16;26;S t Nicolai;Bergaliden 11;20
2018-02-06 13:45;131;85;35;23;S t Nicolai;Bergaliden 11;8
2018-02-06 14:00;130;84;25;26;S t Nicolai;Bergaliden 11;9
2018-02-06 14:15;123;80;20;27;S t Nicolai;Bergaliden 11;16
2018-02-06 14:30;118;77;14;19;S t Nicolai;Bergaliden 11;21
2018-02-06 14:45;124;81;23;17;S t Nicolai;Bergaliden 11;15
2018-02-06 15:00;119;77;24;29;S t Nicolai;Bergaliden 11;20
2018-02-06 15:15;122;79;23;20;S t Nicolai;Bergaliden 11;17
2018-02-06 15:30;110;71;28;40;S t Nicolai;Bergaliden 11;29
2018-02-06 15:45;95;62;20;35;S t Nicolai;Bergaliden 11;44
2018-02-06 16:00;84;55;26;37;S t Nicolai;Bergaliden 11;55
2018-02-06 16:15;82;53;29;31;S t Nicolai;Bergaliden 11;57
2018-02-06 16:30;72;47;26;36;S t Nicolai;Bergaliden 11;67
2018-02-06 16:45;64;42;24;32;S t Nicolai;Bergaliden 11;75
2018-02-06 17:00;60;39;17;21;S t Nicolai;Bergaliden 11;79
2018-02-06 17:15;57;37;24;27;S t Nicolai;Bergaliden 11;82
2018-02-06 17:30;53;34;12;16;S t Nicolai;Bergaliden 11;86
2018-02-06 17:45;62;40;20;11;S t Nicolai;Bergaliden 11;77
2018-02-06 18:00;65;42;16;13;S t Nicolai;Bergaliden 11;74
2018-02-06 18:15;63;41;10;12;S t Nicolai;Bergaliden 11;76
2018-02-06 18:30;57;37;9;15;S t Nicolai;Bergaliden 11;82
2018-02-06 18:45;62;40;13;8;S t Nicolai;Bergaliden 11;77
2018-02-06 19:00;58;38;5;9;S t Nicolai;Bergaliden 11;81
2018-02-06 19:15;53;34;6;11;S t Nicolai;Bergaliden 11;86
2018-02-06 19:30;43;28;3;13;S t Nicolai;Bergaliden 11;96
2018-02-06 19:45;41;27;4;6;S t Nicolai;Bergaliden 11;98
2018-02-06 20:00;34;22;0;7;S t Nicolai;Bergaliden 11;105
2018-02-06 20:15;34;22;1;1;S t Nicolai;Bergaliden 11;105
2018-02-06 20:30;29;19;3;8;S t Nicolai;Bergaliden 11;110
2018-02-06 20:45;23;15;6;12;S t Nicolai;Bergaliden 11;116
2018-02-06 21:00;20;13;4;7;S t Nicolai;Bergaliden 11;119
2018-02-06 21:15;19;12;1;2;S t Nicolai;Bergaliden 11;120
2018-02-06 21:30;18;12;0;1;S t Nicolai;Bergaliden 11;121
2018-02-06 21:45;15;10;1;4;S t Nicolai;Bergaliden 11;124
2018-02-06 22:00;12;8;0;3;S t Nicolai;Bergaliden 11;127
2018-02-06 22:15;11;7;1;2;S t Nicolai;Bergaliden 11;128
2018-02-06 22:30;10;6;0;1;S t Nicolai;Bergaliden 11;129
2018-02-06 22:45;10;6;0;0;S t Nicolai;Bergaliden 11;129
2018-02-06 23:00;10;6;0;0;S t Nicolai;Bergaliden 11;129
2018-02-06 23:15;10;6;1;1;S t Nicolai;Bergaliden 11;129
2018-02-06 23:30;10;6;0;0;S t Nicolai;Bergaliden 11;129
2018-02-06 23:45;10;6;0;0;S t Nicolai;Bergaliden 11;129
2018-02-07 00:00;9;6;0;1;S t Nicolai;Bergaliden 11;130
2018-02-07 00:15;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 00:30;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 00:45;9;6;1;1;S t Nicolai;Bergaliden 11;130
2018-02-07 01:00;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 01:15;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 01:30;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 01:45;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 02:00;9;6;1;1;S t Nicolai;Bergaliden 11;130
2018-02-07 02:15;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 02:30;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 02:45;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 03:00;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 03:15;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 03:30;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 03:45;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 04:00;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 04:15;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 04:30;9;6;0;0;S t Nicolai;Bergaliden 11;130
2018-02-07 04:45;10;6;1;0;S t Nicolai;Bergaliden 11;129
2018-02-07 05:00;10;6;0;0;S t Nicolai;Bergaliden 11;129
2018-02-07 05:15;11;7;2;1;S t Nicolai;Bergaliden 11;128
2018-02-07 05:30;11;7;2;2;S t Nicolai;Bergaliden 11;128
2018-02-07 05:45;11;7;0;0;S t Nicolai;Bergaliden 11;128
2018-02-07 06:00;11;7;0;0;S t Nicolai;Bergaliden 11;128
2018-02-07 06:15;10;6;2;3;S t Nicolai;Bergaliden 11;129
2018-02-07 06:30;13;8;7;4;S t Nicolai;Bergaliden 11;126
2018-02-07 06:45;21;14;12;4;S t Nicolai;Bergaliden 11;118
2018-02-07 07:00;26;17;17;12;S t Nicolai;Bergaliden 11;113
2018-02-07 07:15;27;18;14;13;S t Nicolai;Bergaliden 11;112
2018-02-07 07:30;67;44;48;31;S t Nicolai;Bergaliden 11;72
2018-02-07 07:45;89;58;60;38;S t Nicolai;Bergaliden 11;50
2018-02-07 08:00;101;66;67;55;S t Nicolai;Bergaliden 11;38
2018-02-07 08:15;103;67;32;30;S t Nicolai;Bergaliden 11;36
2018-02-07 08:30;109;71;23;17;S t Nicolai;Bergaliden 11;30
2018-02-07 08:45;117;76;25;17;S t Nicolai;Bergaliden 11;22
2018-02-07 09:00;120;78;22;19;S t Nicolai;Bergaliden 11;19
2018-02-07 09:15;124;81;20;16;S t Nicolai;Bergaliden 11;15
2018-02-07 09:30;128;83;24;20;S t Nicolai;Bergaliden 11;11
2018-02-07 09:45;133;86;31;26;S t Nicolai;Bergaliden 11;6
