Tidpunkt;Antal belagda platser;Bel„ggning (%);Inpassager;Utpassager;Anl„ggning;Adress;antal_lediga_platser
2018-01-01 00:00;131;85;32;45;S t Nicolai;Bergaliden 11;8
2018-01-01 00:15;71;46;41;101;S t Nicolai;Bergaliden 11;68
2018-01-01 00:30;41;27;17;47;S t Nicolai;Bergaliden 11;98
2018-01-01 00:45;37;24;11;15;S t Nicolai;Bergaliden 11;102
2018-01-01 01:00;32;21;10;15;S t Nicolai;Bergaliden 11;107
2018-01-01 01:15;28;18;4;8;S t Nicolai;Bergaliden 11;111
2018-01-01 01:30;34;22;10;4;S t Nicolai;Bergaliden 11;105
2018-01-01 01:45;32;21;7;9;S t Nicolai;Bergaliden 11;107
2018-01-01 02:00;33;21;4;3;S t Nicolai;Bergaliden 11;106
2018-01-01 02:15;29;19;0;4;S t Nicolai;Bergaliden 11;110
2018-01-01 02:30;26;17;4;7;S t Nicolai;Bergaliden 11;113
2018-01-01 02:45;25;16;3;4;S t Nicolai;Bergaliden 11;114
2018-01-01 03:00;21;14;1;5;S t Nicolai;Bergaliden 11;118
2018-01-01 03:15;16;10;3;8;S t Nicolai;Bergaliden 11;123
2018-01-01 03:30;14;9;1;3;S t Nicolai;Bergaliden 11;125
2018-01-01 03:45;13;8;2;3;S t Nicolai;Bergaliden 11;126
2018-01-01 04:00;9;6;0;4;S t Nicolai;Bergaliden 11;130
2018-01-01 04:15;11;7;2;0;S t Nicolai;Bergaliden 11;128
2018-01-01 04:30;8;5;0;3;S t Nicolai;Bergaliden 11;131
2018-01-01 04:45;6;4;2;4;S t Nicolai;Bergaliden 11;133
2018-01-01 05:00;4;3;1;3;S t Nicolai;Bergaliden 11;135
2018-01-01 05:15;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 05:30;2;1;2;4;S t Nicolai;Bergaliden 11;137
2018-01-01 05:45;0;0;1;3;S t Nicolai;Bergaliden 11;139
2018-01-01 06:00;2;1;2;0;S t Nicolai;Bergaliden 11;137
2018-01-01 06:15;4;3;3;1;S t Nicolai;Bergaliden 11;135
2018-01-01 06:30;4;3;1;1;S t Nicolai;Bergaliden 11;135
2018-01-01 06:45;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 07:00;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 07:15;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 07:30;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 07:45;4;3;0;0;S t Nicolai;Bergaliden 11;135
2018-01-01 08:00;7;5;3;0;S t Nicolai;Bergaliden 11;132
2018-01-01 08:15;7;5;0;0;S t Nicolai;Bergaliden 11;132
2018-01-01 08:30;7;5;0;0;S t Nicolai;Bergaliden 11;132
2018-01-01 08:45;8;5;3;2;S t Nicolai;Bergaliden 11;131
2018-01-01 09:00;8;5;0;0;S t Nicolai;Bergaliden 11;131
2018-01-01 09:15;7;5;0;1;S t Nicolai;Bergaliden 11;132
2018-01-01 09:30;7;5;1;1;S t Nicolai;Bergaliden 11;132
2018-01-01 09:45;7;5;2;2;S t Nicolai;Bergaliden 11;132
2018-01-01 10:00;7;5;0;0;S t Nicolai;Bergaliden 11;132
2018-01-01 10:15;8;5;1;0;S t Nicolai;Bergaliden 11;131
2018-01-01 10:30;7;5;0;1;S t Nicolai;Bergaliden 11;132
2018-01-01 10:45;7;5;0;0;S t Nicolai;Bergaliden 11;132
2018-01-01 11:00;5;3;0;2;S t Nicolai;Bergaliden 11;134
2018-01-01 11:15;2;1;0;3;S t Nicolai;Bergaliden 11;137
2018-01-01 11:30;3;2;3;2;S t Nicolai;Bergaliden 11;136
2018-01-01 11:45;0;0;1;4;S t Nicolai;Bergaliden 11;139
2018-01-01 12:00;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-01 12:15;0;0;2;2;S t Nicolai;Bergaliden 11;139
2018-01-01 12:30;5;3;6;1;S t Nicolai;Bergaliden 11;134
2018-01-01 12:45;9;6;6;2;S t Nicolai;Bergaliden 11;130
2018-01-01 13:00;11;7;3;1;S t Nicolai;Bergaliden 11;128
2018-01-01 13:15;12;8;6;5;S t Nicolai;Bergaliden 11;127
2018-01-01 13:30;13;8;3;2;S t Nicolai;Bergaliden 11;126
2018-01-01 13:45;9;6;0;4;S t Nicolai;Bergaliden 11;130
2018-01-01 14:00;8;5;4;5;S t Nicolai;Bergaliden 11;131
2018-01-01 14:15;11;7;4;1;S t Nicolai;Bergaliden 11;128
2018-01-01 14:30;10;6;2;3;S t Nicolai;Bergaliden 11;129
2018-01-01 14:45;8;5;6;8;S t Nicolai;Bergaliden 11;131
2018-01-01 15:00;10;6;5;3;S t Nicolai;Bergaliden 11;129
2018-01-01 15:15;7;5;1;4;S t Nicolai;Bergaliden 11;132
2018-01-01 15:30;8;5;4;3;S t Nicolai;Bergaliden 11;131
2018-01-01 15:45;9;6;3;2;S t Nicolai;Bergaliden 11;130
2018-01-01 16:00;6;4;0;3;S t Nicolai;Bergaliden 11;133
2018-01-01 16:15;4;3;2;4;S t Nicolai;Bergaliden 11;135
2018-01-01 16:30;1;1;4;7;S t Nicolai;Bergaliden 11;138
2018-01-01 16:45;2;1;4;3;S t Nicolai;Bergaliden 11;137
2018-01-01 17:00;0;0;0;3;S t Nicolai;Bergaliden 11;139
2018-01-01 17:15;0;0;1;4;S t Nicolai;Bergaliden 11;139
2018-01-01 17:30;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-01 17:45;2;1;8;6;S t Nicolai;Bergaliden 11;137
2018-01-01 18:00;0;0;2;4;S t Nicolai;Bergaliden 11;139
2018-01-01 18:15;1;1;1;2;S t Nicolai;Bergaliden 11;138
2018-01-01 18:30;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-01 18:45;1;1;2;1;S t Nicolai;Bergaliden 11;138
2018-01-01 19:00;2;1;1;0;S t Nicolai;Bergaliden 11;137
2018-01-01 19:15;1;1;1;2;S t Nicolai;Bergaliden 11;138
2018-01-01 19:30;0;0;1;2;S t Nicolai;Bergaliden 11;139
2018-01-01 19:45;1;1;3;3;S t Nicolai;Bergaliden 11;138
2018-01-01 20:00;3;2;2;0;S t Nicolai;Bergaliden 11;136
2018-01-01 20:15;4;3;1;0;S t Nicolai;Bergaliden 11;135
2018-01-01 20:30;7;5;4;1;S t Nicolai;Bergaliden 11;132
2018-01-01 20:45;8;5;2;1;S t Nicolai;Bergaliden 11;131
2018-01-01 21:00;8;5;4;4;S t Nicolai;Bergaliden 11;131
2018-01-01 21:15;4;3;3;7;S t Nicolai;Bergaliden 11;135
2018-01-01 21:30;0;0;1;5;S t Nicolai;Bergaliden 11;139
2018-01-01 21:45;0;0;1;4;S t Nicolai;Bergaliden 11;139
2018-01-01 22:00;0;0;1;2;S t Nicolai;Bergaliden 11;139
2018-01-01 22:15;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-01 22:30;1;1;2;1;S t Nicolai;Bergaliden 11;138
2018-01-01 22:45;1;1;2;2;S t Nicolai;Bergaliden 11;138
2018-01-01 23:00;1;1;1;1;S t Nicolai;Bergaliden 11;138
2018-01-01 23:15;0;0;0;2;S t Nicolai;Bergaliden 11;139
2018-01-01 23:30;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-01 23:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 00:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 00:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 00:30;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 00:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 01:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 01:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 01:30;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-02 01:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 02:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 02:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 02:30;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 02:45;0;0;2;2;S t Nicolai;Bergaliden 11;139
2018-01-02 03:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 03:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 03:30;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 03:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 04:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 04:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-02 04:30;0;0;2;2;S t Nicolai;Bergaliden 11;139
2018-01-02 04:45;2;1;2;2;S t Nicolai;Bergaliden 11;137
2018-01-02 05:00;1;1;0;1;S t Nicolai;Bergaliden 11;138
2018-01-02 05:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-02 05:30;1;1;4;4;S t Nicolai;Bergaliden 11;138
2018-01-02 05:45;1;1;3;3;S t Nicolai;Bergaliden 11;138
2018-01-02 06:00;1;1;2;2;S t Nicolai;Bergaliden 11;138
2018-01-02 06:15;3;2;3;1;S t Nicolai;Bergaliden 11;136
2018-01-02 06:30;5;3;3;1;S t Nicolai;Bergaliden 11;134
2018-01-02 06:45;9;6;8;4;S t Nicolai;Bergaliden 11;130
2018-01-02 07:00;10;6;11;10;S t Nicolai;Bergaliden 11;129
2018-01-02 07:15;20;13;20;10;S t Nicolai;Bergaliden 11;119
2018-01-02 07:30;19;12;14;15;S t Nicolai;Bergaliden 11;120
2018-01-02 07:45;24;16;16;11;S t Nicolai;Bergaliden 11;115
2018-01-02 08:00;33;21;22;13;S t Nicolai;Bergaliden 11;106
2018-01-02 08:15;41;27;17;9;S t Nicolai;Bergaliden 11;98
2018-01-02 08:30;47;31;21;15;S t Nicolai;Bergaliden 11;92
2018-01-02 08:45;54;35;19;12;S t Nicolai;Bergaliden 11;85
2018-01-02 09:00;57;37;11;8;S t Nicolai;Bergaliden 11;82
2018-01-02 09:15;56;36;11;12;S t Nicolai;Bergaliden 11;83
2018-01-02 09:30;63;41;16;9;S t Nicolai;Bergaliden 11;76
2018-01-02 09:45;72;47;27;18;S t Nicolai;Bergaliden 11;67
2018-01-02 10:00;71;46;17;18;S t Nicolai;Bergaliden 11;68
2018-01-02 10:15;73;47;11;9;S t Nicolai;Bergaliden 11;66
2018-01-02 10:30;79;51;16;10;S t Nicolai;Bergaliden 11;60
2018-01-02 10:45;81;53;12;10;S t Nicolai;Bergaliden 11;58
2018-01-02 11:00;80;52;12;13;S t Nicolai;Bergaliden 11;59
2018-01-02 11:15;87;56;19;12;S t Nicolai;Bergaliden 11;52
2018-01-02 11:30;89;58;13;11;S t Nicolai;Bergaliden 11;50
2018-01-02 11:45;92;60;18;15;S t Nicolai;Bergaliden 11;47
2018-01-02 12:00;89;58;16;19;S t Nicolai;Bergaliden 11;50
2018-01-02 12:15;95;62;28;22;S t Nicolai;Bergaliden 11;44
2018-01-02 12:30;101;66;22;16;S t Nicolai;Bergaliden 11;38
2018-01-02 12:45;106;69;24;19;S t Nicolai;Bergaliden 11;33
2018-01-02 13:00;105;68;19;20;S t Nicolai;Bergaliden 11;34
2018-01-02 13:15;105;68;23;23;S t Nicolai;Bergaliden 11;34
2018-01-02 13:30;98;64;14;21;S t Nicolai;Bergaliden 11;41
2018-01-02 13:45;98;64;25;25;S t Nicolai;Bergaliden 11;41
2018-01-02 14:00;94;61;24;28;S t Nicolai;Bergaliden 11;45
2018-01-02 14:15;85;55;10;19;S t Nicolai;Bergaliden 11;54
2018-01-02 14:30;79;51;14;20;S t Nicolai;Bergaliden 11;60
2018-01-02 14:45;87;56;29;21;S t Nicolai;Bergaliden 11;52
2018-01-02 15:00;74;48;11;24;S t Nicolai;Bergaliden 11;65
2018-01-02 15:15;66;43;18;26;S t Nicolai;Bergaliden 11;73
2018-01-02 15:30;61;40;10;15;S t Nicolai;Bergaliden 11;78
2018-01-02 15:45;49;32;14;26;S t Nicolai;Bergaliden 11;90
2018-01-02 16:00;51;33;26;24;S t Nicolai;Bergaliden 11;88
2018-01-02 16:15;51;33;23;23;S t Nicolai;Bergaliden 11;88
2018-01-02 16:30;52;34;21;20;S t Nicolai;Bergaliden 11;87
2018-01-02 16:45;57;37;25;20;S t Nicolai;Bergaliden 11;82
2018-01-02 17:00;65;42;26;18;S t Nicolai;Bergaliden 11;74
2018-01-02 17:15;60;39;16;21;S t Nicolai;Bergaliden 11;79
2018-01-02 17:30;65;42;19;14;S t Nicolai;Bergaliden 11;74
2018-01-02 17:45;61;40;8;12;S t Nicolai;Bergaliden 11;78
2018-01-02 18:00;54;35;12;19;S t Nicolai;Bergaliden 11;85
2018-01-02 18:15;53;34;7;8;S t Nicolai;Bergaliden 11;86
2018-01-02 18:30;54;35;10;9;S t Nicolai;Bergaliden 11;85
2018-01-02 18:45;48;31;9;15;S t Nicolai;Bergaliden 11;91
2018-01-02 19:00;38;25;9;19;S t Nicolai;Bergaliden 11;101
2018-01-02 19:15;40;26;11;9;S t Nicolai;Bergaliden 11;99
2018-01-02 19:30;32;21;2;10;S t Nicolai;Bergaliden 11;107
2018-01-02 19:45;28;18;4;8;S t Nicolai;Bergaliden 11;111
2018-01-02 20:00;27;18;5;6;S t Nicolai;Bergaliden 11;112
2018-01-02 20:15;27;18;1;1;S t Nicolai;Bergaliden 11;112
2018-01-02 20:30;25;16;5;7;S t Nicolai;Bergaliden 11;114
2018-01-02 20:45;17;11;3;11;S t Nicolai;Bergaliden 11;122
2018-01-02 21:00;14;9;4;7;S t Nicolai;Bergaliden 11;125
2018-01-02 21:15;9;6;1;6;S t Nicolai;Bergaliden 11;130
2018-01-02 21:30;3;2;1;7;S t Nicolai;Bergaliden 11;136
2018-01-02 21:45;1;1;2;4;S t Nicolai;Bergaliden 11;138
2018-01-02 22:00;0;0;1;7;S t Nicolai;Bergaliden 11;139
2018-01-02 22:15;0;0;0;5;S t Nicolai;Bergaliden 11;139
2018-01-02 22:30;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-02 22:45;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-02 23:00;1;1;1;2;S t Nicolai;Bergaliden 11;138
2018-01-02 23:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-02 23:30;2;1;3;2;S t Nicolai;Bergaliden 11;137
2018-01-02 23:45;0;0;0;2;S t Nicolai;Bergaliden 11;139
2018-01-03 00:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-03 00:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-03 00:30;0;0;1;2;S t Nicolai;Bergaliden 11;139
2018-01-03 00:45;0;0;0;2;S t Nicolai;Bergaliden 11;139
2018-01-03 01:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-03 01:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-03 01:30;1;1;1;0;S t Nicolai;Bergaliden 11;138
2018-01-03 01:45;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 02:00;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 02:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 02:30;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 02:45;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 03:00;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 03:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 03:30;2;1;1;0;S t Nicolai;Bergaliden 11;137
2018-01-03 03:45;1;1;0;1;S t Nicolai;Bergaliden 11;138
2018-01-03 04:00;1;1;2;2;S t Nicolai;Bergaliden 11;138
2018-01-03 04:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 04:30;2;1;1;0;S t Nicolai;Bergaliden 11;137
2018-01-03 04:45;1;1;0;1;S t Nicolai;Bergaliden 11;138
2018-01-03 05:00;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-03 05:15;2;1;2;1;S t Nicolai;Bergaliden 11;137
2018-01-03 05:30;2;1;0;0;S t Nicolai;Bergaliden 11;137
2018-01-03 05:45;2;1;1;1;S t Nicolai;Bergaliden 11;137
2018-01-03 06:00;4;3;3;1;S t Nicolai;Bergaliden 11;135
2018-01-03 06:15;8;5;5;1;S t Nicolai;Bergaliden 11;131
2018-01-03 06:30;12;8;6;2;S t Nicolai;Bergaliden 11;127
2018-01-03 06:45;18;12;10;4;S t Nicolai;Bergaliden 11;121
2018-01-03 07:00;19;12;9;8;S t Nicolai;Bergaliden 11;120
2018-01-03 07:15;21;14;13;11;S t Nicolai;Bergaliden 11;118
2018-01-03 07:30;28;18;24;17;S t Nicolai;Bergaliden 11;111
2018-01-03 07:45;36;23;14;6;S t Nicolai;Bergaliden 11;103
2018-01-03 08:00;44;29;13;5;S t Nicolai;Bergaliden 11;95
2018-01-03 08:15;51;33;18;11;S t Nicolai;Bergaliden 11;88
2018-01-03 08:30;60;39;25;16;S t Nicolai;Bergaliden 11;79
2018-01-03 08:45;65;42;20;15;S t Nicolai;Bergaliden 11;74
2018-01-03 09:00;64;42;14;15;S t Nicolai;Bergaliden 11;75
2018-01-03 09:15;71;46;16;9;S t Nicolai;Bergaliden 11;68
2018-01-03 09:30;83;54;18;6;S t Nicolai;Bergaliden 11;56
2018-01-03 09:45;88;57;21;16;S t Nicolai;Bergaliden 11;51
2018-01-03 10:00;88;57;14;14;S t Nicolai;Bergaliden 11;51
2018-01-03 10:15;93;60;18;13;S t Nicolai;Bergaliden 11;46
2018-01-03 10:30;94;61;11;10;S t Nicolai;Bergaliden 11;45
2018-01-03 10:45;91;59;17;20;S t Nicolai;Bergaliden 11;48
2018-01-03 11:00;94;61;15;12;S t Nicolai;Bergaliden 11;45
2018-01-03 11:15;89;58;16;21;S t Nicolai;Bergaliden 11;50
2018-01-03 11:30;84;55;9;14;S t Nicolai;Bergaliden 11;55
2018-01-03 11:45;84;55;18;18;S t Nicolai;Bergaliden 11;55
2018-01-03 12:00;73;47;9;20;S t Nicolai;Bergaliden 11;66
2018-01-03 12:15;79;51;15;9;S t Nicolai;Bergaliden 11;60
2018-01-03 12:30;81;53;18;16;S t Nicolai;Bergaliden 11;58
2018-01-03 12:45;79;51;14;16;S t Nicolai;Bergaliden 11;60
2018-01-03 13:00;86;56;17;10;S t Nicolai;Bergaliden 11;53
2018-01-03 13:15;92;60;10;4;S t Nicolai;Bergaliden 11;47
2018-01-03 13:30;85;55;15;22;S t Nicolai;Bergaliden 11;54
2018-01-03 13:45;84;55;15;16;S t Nicolai;Bergaliden 11;55
2018-01-03 14:00;83;54;17;18;S t Nicolai;Bergaliden 11;56
2018-01-03 14:15;81;53;10;12;S t Nicolai;Bergaliden 11;58
2018-01-03 14:30;78;51;16;19;S t Nicolai;Bergaliden 11;61
2018-01-03 14:45;88;57;20;10;S t Nicolai;Bergaliden 11;51
2018-01-03 15:00;82;53;14;20;S t Nicolai;Bergaliden 11;57
2018-01-03 15:15;78;51;10;14;S t Nicolai;Bergaliden 11;61
2018-01-03 15:30;75;49;11;14;S t Nicolai;Bergaliden 11;64
2018-01-03 15:45;63;41;15;27;S t Nicolai;Bergaliden 11;76
2018-01-03 16:00;65;42;14;12;S t Nicolai;Bergaliden 11;74
2018-01-03 16:15;57;37;19;27;S t Nicolai;Bergaliden 11;82
2018-01-03 16:30;66;43;25;16;S t Nicolai;Bergaliden 11;73
2018-01-03 16:45;70;45;19;15;S t Nicolai;Bergaliden 11;69
2018-01-03 17:00;71;46;27;26;S t Nicolai;Bergaliden 11;68
2018-01-03 17:15;70;45;14;15;S t Nicolai;Bergaliden 11;69
2018-01-03 17:30;76;49;22;16;S t Nicolai;Bergaliden 11;63
2018-01-03 17:45;79;51;15;12;S t Nicolai;Bergaliden 11;60
2018-01-03 18:00;83;54;27;23;S t Nicolai;Bergaliden 11;56
2018-01-03 18:15;76;49;8;15;S t Nicolai;Bergaliden 11;63
2018-01-03 18:30;71;46;2;7;S t Nicolai;Bergaliden 11;68
2018-01-03 18:45;73;47;12;10;S t Nicolai;Bergaliden 11;66
2018-01-03 19:00;62;40;2;13;S t Nicolai;Bergaliden 11;77
2018-01-03 19:15;53;34;8;17;S t Nicolai;Bergaliden 11;86
2018-01-03 19:30;47;31;10;16;S t Nicolai;Bergaliden 11;92
2018-01-03 19:45;41;27;2;8;S t Nicolai;Bergaliden 11;98
2018-01-03 20:00;31;20;1;11;S t Nicolai;Bergaliden 11;108
2018-01-03 20:15;26;17;6;11;S t Nicolai;Bergaliden 11;113
2018-01-03 20:30;25;16;5;6;S t Nicolai;Bergaliden 11;114
2018-01-03 20:45;21;14;2;6;S t Nicolai;Bergaliden 11;118
2018-01-03 21:00;17;11;0;4;S t Nicolai;Bergaliden 11;122
2018-01-03 21:15;13;8;2;6;S t Nicolai;Bergaliden 11;126
2018-01-03 21:30;10;6;1;4;S t Nicolai;Bergaliden 11;129
2018-01-03 21:45;8;5;0;2;S t Nicolai;Bergaliden 11;131
2018-01-03 22:00;5;3;0;3;S t Nicolai;Bergaliden 11;134
2018-01-03 22:15;2;1;1;4;S t Nicolai;Bergaliden 11;137
2018-01-03 22:30;0;0;1;4;S t Nicolai;Bergaliden 11;139
2018-01-03 22:45;0;0;2;2;S t Nicolai;Bergaliden 11;139
2018-01-03 23:00;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-03 23:15;1;1;1;0;S t Nicolai;Bergaliden 11;138
2018-01-03 23:30;2;1;1;0;S t Nicolai;Bergaliden 11;137
2018-01-03 23:45;0;0;0;2;S t Nicolai;Bergaliden 11;139
2018-01-04 00:00;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-04 00:15;1;1;1;0;S t Nicolai;Bergaliden 11;138
2018-01-04 00:30;0;0;0;3;S t Nicolai;Bergaliden 11;139
2018-01-04 00:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 01:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 01:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 01:30;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-04 01:45;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 02:00;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 02:15;1;1;1;0;S t Nicolai;Bergaliden 11;138
2018-01-04 02:30;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 02:45;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 03:00;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 03:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 03:30;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 03:45;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 04:00;1;1;4;4;S t Nicolai;Bergaliden 11;138
2018-01-04 04:15;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 04:30;1;1;0;0;S t Nicolai;Bergaliden 11;138
2018-01-04 04:45;0;0;0;1;S t Nicolai;Bergaliden 11;139
2018-01-04 05:00;0;0;1;3;S t Nicolai;Bergaliden 11;139
2018-01-04 05:15;0;0;0;0;S t Nicolai;Bergaliden 11;139
2018-01-04 05:30;0;0;1;1;S t Nicolai;Bergaliden 11;139
2018-01-04 05:45;1;1;3;3;S t Nicolai;Bergaliden 11;138
2018-01-04 06:00;2;1;3;2;S t Nicolai;Bergaliden 11;137
2018-01-04 06:15;4;3;5;3;S t Nicolai;Bergaliden 11;135
2018-01-04 06:30;8;5;5;1;S t Nicolai;Bergaliden 11;131
2018-01-04 06:45;10;6;9;7;S t Nicolai;Bergaliden 11;129
2018-01-04 07:00;17;11;13;6;S t Nicolai;Bergaliden 11;122
2018-01-04 07:15;26;17;16;7;S t Nicolai;Bergaliden 11;113
2018-01-04 07:30;29;19;14;11;S t Nicolai;Bergaliden 11;110
2018-01-04 07:45;55;36;22;17;S t Nicolai;Bergaliden 11;84
2018-01-04 08:00;59;38;20;16;S t Nicolai;Bergaliden 11;80
2018-01-04 08:15;70;45;22;11;S t Nicolai;Bergaliden 11;69
2018-01-04 08:30;68;44;11;13;S t Nicolai;Bergaliden 11;71
2018-01-04 08:45;74;48;20;14;S t Nicolai;Bergaliden 11;65
2018-01-04 09:00;77;50;12;9;S t Nicolai;Bergaliden 11;62
2018-01-04 09:15;80;52;12;9;S t Nicolai;Bergaliden 11;59
2018-01-04 09:30;91;59;20;9;S t Nicolai;Bergaliden 11;48
2018-01-04 09:45;101;66;23;13;S t Nicolai;Bergaliden 11;38
2018-01-04 10:00;107;69;14;8;S t Nicolai;Bergaliden 11;32
2018-01-04 10:15;111;72;14;10;S t Nicolai;Bergaliden 11;28
2018-01-04 10:30;108;70;9;12;S t Nicolai;Bergaliden 11;31
2018-01-04 10:45;114;74;21;15;S t Nicolai;Bergaliden 11;25
2018-01-04 11:00;112;73;10;12;S t Nicolai;Bergaliden 11;27
2018-01-04 11:15;113;73;11;10;S t Nicolai;Bergaliden 11;26
2018-01-04 11:30;116;75;19;16;S t Nicolai;Bergaliden 11;23
2018-01-04 11:45;121;79;23;18;S t Nicolai;Bergaliden 11;18
2018-01-04 12:00;120;78;19;20;S t Nicolai;Bergaliden 11;19
2018-01-04 12:15;119;77;15;16;S t Nicolai;Bergaliden 11;20
2018-01-04 12:30;120;78;15;14;S t Nicolai;Bergaliden 11;19
2018-01-04 12:45;125;81;21;16;S t Nicolai;Bergaliden 11;14
2018-01-04 13:00;129;84;12;8;S t Nicolai;Bergaliden 11;10
2018-01-04 13:15;133;86;26;22;S t Nicolai;Bergaliden 11;6
2018-01-04 13:30;126;82;14;21;S t Nicolai;Bergaliden 11;13
2018-01-04 13:45;127;82;21;20;S t Nicolai;Bergaliden 11;12
2018-01-04 14:00;120;78;20;27;S t Nicolai;Bergaliden 11;19
2018-01-04 14:15;117;76;14;17;S t Nicolai;Bergaliden 11;22
2018-01-04 14:30;115;75;12;14;S t Nicolai;Bergaliden 11;24
2018-01-04 14:45;116;75;17;16;S t Nicolai;Bergaliden 11;23
2018-01-04 15:00;104;68;12;24;S t Nicolai;Bergaliden 11;35
2018-01-04 15:15;98;64;17;23;S t Nicolai;Bergaliden 11;41
2018-01-04 15:30;83;54;8;23;S t Nicolai;Bergaliden 11;56
2018-01-04 15:45;73;47;16;26;S t Nicolai;Bergaliden 11;66
2018-01-04 16:00;70;45;17;20;S t Nicolai;Bergaliden 11;69
2018-01-04 16:15;70;45;23;23;S t Nicolai;Bergaliden 11;69
2018-01-04 16:30;72;47;22;20;S t Nicolai;Bergaliden 11;67
2018-01-04 16:45;74;48;21;19;S t Nicolai;Bergaliden 11;65
2018-01-04 17:00;84;55;24;14;S t Nicolai;Bergaliden 11;55
2018-01-04 17:15;78;51;13;19;S t Nicolai;Bergaliden 11;61
2018-01-04 17:30;80;52;13;11;S t Nicolai;Bergaliden 11;59
2018-01-04 17:45;73;47;12;19;S t Nicolai;Bergaliden 11;66
2018-01-04 18:00;74;48;15;14;S t Nicolai;Bergaliden 11;65
2018-01-04 18:15;72;47;14;16;S t Nicolai;Bergaliden 11;67
2018-01-04 18:30;71;46;8;9;S t Nicolai;Bergaliden 11;68
2018-01-04 18:45;70;45;10;11;S t Nicolai;Bergaliden 11;69
2018-01-04 19:00;74;48;14;10;S t Nicolai;Bergaliden 11;65
2018-01-04 19:15;70;45;8;12;S t Nicolai;Bergaliden 11;69
